RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METH,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,HOWLONG,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAY,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8-1,Q8-2,Q8-3,Q8-4,Q8-5,Q9Boarding,Q9AirTrain,Q9Rental,Q9Food,Q9Restroom,Q9All,Q9-1,Q9-2,Q9-3,Q10Safe,Q10-1,Q10-2,Q10-3,Q11TSAPRE,Q12PRECHECKRATE,Q12-1,Q12-2,Q12-3,Q13COUNTY,Q13GETRATE,Q14FIND ,Q14PASSTHRU,Q15PROBLEM,Q15-1,Q15-2,Q15-3,NETPRO  ,Q17LIVE,Q18CITY,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q20Age,Q21Gender,Q22Income,Q23FLY,Q24SJC,Q24OAK,LANG,WEIGHT
4183,2389,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,17:00:00,18:20:00,80,1,,,5,,,,2,2,1,2,6,1,3,4,2,2,3,3,3,3,3,6,3,6,6,6,3,3,0,,,,,3,3,3,3,3,3,0,,,3,0,,,1,5,0,,,5,4,5,5,2,,,,8,1,SAN RAMON,CA,94582,US,5,4,2,4,2,1,1,1,1.632960095
4184,2390,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,N,18:20:00,N,3,,,0,,,,1,2,1,1,3,1,2,5,3,3,4,4,5,3,3,4,3,4,4,6,6,4,0,,,,,4,4,0,3,3,4,0,,,5,0,,,0,,,,,5,3,4,4,2,,,,9,3,,MN,,US,11,4,1,0,2,2,2,1,1.632960095
4185,2391,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,5:20 PM,18:20:00,60,2,,,3,,,,1,2,2,2,1,2,1,4,5,5,5,5,5,4,4,4,5,4,5,5,5,4,6,,,,,3,4,3,4,4,4,0,,,5,0,,,2,,,,,11,4,5,5,2,,,,9,3,MINNEAPOLIS,MN,55435,US,11,3,1,2,1,2,2,1,1.632960095
4186,2392,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,12:00:00,18:20:00,380,10,,,1,,,4,2,2,1,2,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,103,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,15,5,5,5,2,,,,10,2,MODESTO,CA,95355,US,10,4,2,4,2,1,1,1,1.632960095
4187,2393,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,14:00:00,18:20:00,260,1,,,3,,,,1,2,1,1,3,1,1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,11,,,,,5,5,5,5,5,5,0,,,5,2,,,3,,,,,11,3,4,4,3,,,,10,3,,,,CHINA,16,2,1,0,2,2,2,1,1.632960095
4188,2394,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,5:10 PM,18:20:00,70,1,,,5,,,,2,2,1,2,5,1,4,5,4,3,5,5,4,4,4,1,5,4,6,6,6,4,0,,,,,5,6,6,5,4,4,0,,,4,0,,,2,,,,,1,5,5,2,1,32,,,10,1,,,,,90,8,4,0,1,2,2,1,1.632960095
4189,616,278,15,MON,24,B,1,1,1,1,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,7:15 AM,9:15:00,120,2,,,6,,,,2,2,2,2,1,1,4,4,4,4,5,5,5,4,4,6,6,6,5,6,6,4,501,,,,,5,5,6,5,4,5,0,,,5,1,8,,2,,,,,5,5,5,5,2,,,,10,3,ST. LOUIS,MO,63119,US,11,3,2,2,2,2,2,1,1.115648521
4190,615,278,15,MON,24,B,1,1,1,1,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,8:50:00,9:15:00,25,1,,,5,,,,2,2,1,1,5,1,4,4,4,4,4,4,4,6,6,4,4,4,5,6,4,4,76,,,,,4,5,4,4,4,4,0,,,4,1,,,1,5,1,,,1,4,5,5,2,,,,8,3,LOS ANGELES,CA,90401,US,10,3,2,2,1,1,1,1,1.115648521
4191,614,278,15,MON,24,B,1,1,1,1,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,8:30 AM,9:15:00,45,1,,,9,,,,1,2,2,2,1,2,1,5,6,6,5,5,5,6,6,6,5,6,5,6,5,5,1,,,,,5,5,5,6,5,5,0,,,5,4,,,2,,,,,6,5,5,5,2,,,,10,3,CINCINNATI,OH,45052,US,11,5,1,3,2,2,2,1,1.115648521
4192,617,278,15,MON,24,B,1,1,1,2,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,7:20 AM,9:15:00,115,1,,,2,,,,1,2,1,2,1,1,4,3,4,6,4,4,4,4,4,6,4,4,6,6,6,4,64,501,,,,4,6,6,4,4,4,0,,,4,4,,,2,,,,,9,4,4,4,2,,,,5,1,ROHNERT PARK,CA,94928,US,7,6,2,0,2,2,1,1,1.115648521
4193,618,278,15,MON,24,B,1,1,1,2,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,7:40 AM,9:15:00,95,3,,,5,,,,2,2,2,1,3,1,2,5,5,5,5,5,5,5,5,5,5,6,5,6,6,5,0,,,,,5,5,6,5,4,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,10,3,ST. LOUIS,MO,63108,US,11,3,2,1,3,2,2,1,1.115648521
4194,619,278,15,MON,24,B,1,1,1,2,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,8:10 AM,9:15:00,65,3,,,5,,,,1,0,0,0,3,1,3,4,4,6,3,4,3,6,6,5,4,6,4,6,6,4,1,,,,,5,4,6,6,4,4,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,10,1,SAN FRANCISCO,CA,94115,US,1,4,2,2,2,2,1,1,1.115648521
4195,620,278,15,MON,24,B,1,1,1,2,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,7:30 AM,9:15:00,105,4,,,2,,,,1,2,2,1,3,1,4,3,4,4,4,4,5,6,6,2,3,6,6,6,6,4,0,,,,,5,6,6,4,5,5,0,,,5,0,,,1,5,1,,,7,5,4,5,2,,,,9,3,ST. LOUIS,MO,63108,US,11,3,2,1,2,1,2,1,1.115648521
4196,621,278,15,MON,24,B,1,1,1,2,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,7:00:00,9:15:00,135,3,,,9,,,,1,0,1,0,1,2,1,6,3,6,3,3,3,3,3,3,3,3,3,6,6,3,0,,,,,3,3,6,3,3,3,0,,,5,0,,,1,5,0,,,3,1,3,3,2,,,,10,3,KENSINGTON,NH,03833,US,12,7,1,1,2,2,2,1,1.115648521
4197,622,278,15,MON,24,B,1,1,1,2,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,7:00:00,9:15:00,135,3,,,5,,,,1,1,1,2,1,1,4,0,3,3,3,0,2,4,0,0,6,6,6,6,6,3,0,,,,,5,6,6,5,4,4,0,,,5,1,,,1,5,0,,,1,5,4,5,2,,,,8,3,,FL,,US,12,7,2,0,1,2,2,1,1.115648521
4198,623,278,15,MON,24,B,1,1,1,2,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,8:00:00,9:15:00,75,3,,,3,,,,2,2,1,2,2,1,2,5,5,4,4,6,4,6,6,6,4,6,5,6,1,5,0,,,,,5,5,3,5,5,5,0,,,5,0,,,1,5,0,,,11,5,5,5,2,,,,10,3,BRIGHTON,IL,62012,US,11,7,2,4,1,2,2,1,1.115648521
4199,624,278,15,MON,24,B,1,1,1,2,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,7:40,9:15:00,95,2,,,2,,,,1,1,1,1,1,1,3,4,3,3,4,5,5,6,6,4,4,6,6,6,6,4,14,,,,,5,6,6,3,4,4,0,,,4,6,,,2,,,,,5,4,4,4,2,,,,9,3,COLLINGSVILLE,IL,62234,US,11,4,2,2,2,2,2,1,1.115648521
4200,490,272,15,MON,2,A,1,3,1,1,ALASKA,PUERTO VALLARTA,222,7,52,4,1,8:30 AM,9:50:00,80,2,,,2,,,,1,2,1,2,5,1,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4,0,,,,,5,5,5,5,5,5,0,,,5,4,,,2,,,,,7,5,5,5,2,,,,8,1,SAN JOSE,CA,,US,4,2,2,1,1,1,2,1,0.493739881
4201,491,272,15,MON,2,A,1,3,1,1,ALASKA,PUERTO VALLARTA,222,7,52,4,1,8:00:00,9:50:00,110,2,,,3,,,,1,1,2,2,1,2,4,3,3,4,3,3,4,6,6,3,6,2,6,6,6,3,4,,,,,3,6,6,3,2,3,0,,,4,16,,,2,,,,,11,6,3,6,2,,,,9,3,WASHINGTON,DC,,US,12,4,2,4,3,2,1,1,0.493739881
4202,492,272,15,MON,2,A,1,3,1,1,ALASKA,PUERTO VALLARTA,222,7,52,4,1,7:30 AM,9:50:00,140,2,,,5,,,,1,2,2,1,2,2,4,4,6,6,5,5,5,6,6,5,5,5,5,6,6,5,0,,,,,5,5,5,5,5,5,0,,,5,15,,,2,,,,,5,3,5,2,2,,,,10,3,,,,PORTUGAL,15,6,2,1,2,2,2,1,0.493739881
4203,493,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,8:45 AM,9:50:00,65,2,,,3,,,,2,2,2,2,3,1,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,0,,,,,5,6,6,5,6,5,0,,,5,0,,,4,,,,,11,0,6,6,2,,,,10,3,SEATTLE,WA,98112,US,10,4,1,4,1,2,1,1,0.493739881
4204,494,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,7:15 AM,9:50:00,155,2,,,2,,,,1,1,1,3,3,1,4,5,5,5,5,5,5,5,5,6,5,5,5,6,5,5,11,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,1,0,5,5,2,,,,10,1,HAYWARD,CA,94544,US,3,3,2,4,2,1,1,1,0.493739881
4205,495,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,7:50 AM,9:50:00,120,2,,,2,,,,1,1,2,2,1,2,0,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,4,4,4,4,4,4,0,,,4,0,,,1,3,0,,,6,4,4,4,2,,,,6,3,,,,US,99,5,4,3,2,2,2,1,0.493739881
4206,496,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,8:20 AM,9:50:00,90,2,,,3,,,,0,0,1,0,2,1,4,5,3,6,6,4,4,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,1,0,4,,,5,0,,,0,,,,,11,0,0,0,0,,,,11,3,SEATTLE,WA,,US,10,5,2,0,2,4,4,1,0.493739881
4207,497,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,9:00:00,9:50:00,50,2,,,3,,,,2,2,2,1,3,1,4,5,4,4,4,4,4,4,4,4,6,6,6,6,6,4,0,,,,,4,6,6,4,3,4,0,,,5,4,,,2,,,,,11,6,6,6,2,,,,10,3,PORTLAND,OR,97209,US,10,5,1,4,2,1,2,1,0.493739881
4208,498,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,8:00:00,9:50:00,110,2,,,3,,,,0,0,1,0,1,2,1,5,4,4,4,5,5,4,4,6,6,6,6,6,6,4,0,,,,,4,6,6,5,5,4,0,,,4,1,,,2,,,,,11,6,4,5,2,,,,9,3,SALT LAKE CITY,UT,84065,US,10,3,1,2,2,2,2,1,0.493739881
4209,499,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,8:00:00,9:50:00,110,2,,,3,,,,0,0,1,1,1,2,1,5,5,5,5,5,5,6,6,5,6,6,6,6,6,5,0,,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,11,5,5,5,2,,,,10,3,SALT LAKE CITY,UT,84065,US,10,3,2,2,2,2,2,1,0.493739881
4210,500,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,7:30,9:50:00,140,2,,,5,,,,1,0,0,1,1,1,4,4,4,4,3,4,3,6,6,5,4,6,4,6,6,4,0,,,,,4,4,3,4,4,4,0,,,4,0,,,3,,,,,5,4,4,2,2,,,,9,3,PORTO,,,PORTUGAL,15,6,1,3,1,2,2,1,0.493739881
4211,501,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,8:45 AM,9:50:00,65,2,,,3,,,,2,2,2,2,3,1,2,5,2,2,5,5,3,6,6,6,3,6,3,6,6,3,105,,,,,3,3,6,2,2,3,0,,,5,0,,,4,,,,,11,5,5,6,2,,,,5,3,SEATTLE,WA,98112,US,10,3,1,4,2,1,1,1,0.493739881
4212,502,272,15,MON,2,A,1,3,1,2,ALASKA,PUERTO VALLARTA,222,7,52,4,1,8:30 AM,9:50:00,80,2,,,2,,,,1,1,2,2,2,1,4,4,4,4,3,4,4,4,4,4,5,6,6,6,6,4,0,,,,,5,5,5,5,5,5,0,,,4,0,,,2,,,,,7,5,4,4,2,,,,9,1,LOS GATOS,CA,,US,4,2,2,2,2,1,4,1,0.493739881
4213,553,239,13,SAT,94,G,2,3,1,1,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,1:10 PM,14:50:00,100,2,,,7,,,,2,2,1,2,0,0,0,4,4,4,4,4,4,2,2,3,0,0,0,0,0,3,105,,,,,3,3,3,3,3,3,0,,,3,0,,,2,,,,,6,4,5,5,2,,,,7,1,HILLSDALE,CA,94403,US,2,5,1,3,2,2,2,1,0.944082379
4214,554,239,13,SAT,94,G,2,3,1,1,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,13:00:00,14:50:00,110,1,,,5,,,,2,2,1,2,0,0,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,4,102,22,,,,4,4,4,3,3,3,0,,,3,15,,,2,,,,,1,3,3,3,2,,,,7,1,OAKLAND,CA,94628,US,3,5,1,3,2,2,1,1,0.944082379
4215,555,239,13,SAT,94,G,2,3,1,1,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,12:00:00,14:50:00,170,3,,,3,,,,2,2,2,2,1,0,1,5,4,3,5,5,5,6,6,3,6,6,6,6,6,4,16,,,,,4,6,6,4,4,4,0,,,4,3,,,4,,,,,11,6,6,6,0,,,,6,3,PARIS,,,FRANCE,15,3,1,1,2,2,2,1,0.944082379
4216,556,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,13:00:00,14:50:00,110,1,,,5,,,,1,2,2,2,4,1,4,4,3,3,4,4,4,6,6,6,4,6,4,6,6,4,0,,,,,5,4,6,4,4,4,0,,,4,0,,,1,4,0,,,2,4,4,5,2,,,,10,1,SAN RAMON,CA,,US,5,4,2,4,1,2,1,1,0.944082379
4217,557,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,12:30 PM,14:50:00,140,1,,,5,,,,1,1,2,2,6,1,4,5,3,3,3,4,4,3,3,4,4,4,4,4,4,4,14,,,,,5,5,5,5,4,0,0,,,4,0,,,1,5,0,,,7,4,5,4,2,,,,7,1,MOUNTAIN VIEW,CA,94040,US,4,6,2,3,4,4,4,1,0.944082379
4218,558,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,13:00:00,14:50:00,110,2,,,2,,,,2,2,2,1,1,1,4,6,6,6,6,6,6,6,6,4,6,6,6,6,6,4,0,,,,,5,6,6,6,5,5,0,,,5,0,,,2,,,,,7,3,5,4,2,,,,8,1,OAKLAND,CA,94618,US,3,5,2,0,2,1,2,1,0.944082379
4219,559,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,12:00:00,14:50:00,170,2,,,5,,,,2,1,2,2,5,1,2,6,3,3,3,3,2,6,6,6,6,6,6,6,6,4,9,,,,,4,6,6,4,4,4,0,,,5,0,,,2,,,,,6,5,2,4,1,5,13,,8,1,SAN MATEO,CA,94403,US,2,3,1,3,3,2,2,1,0.944082379
4220,560,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,12:30 PM,14:50:00,140,2,,,2,,,,1,2,2,1,3,1,4,4,3,4,5,5,5,6,6,5,5,6,6,6,6,4,0,,,,,5,6,6,4,3,4,0,,,4,0,,,1,5,0,,,6,5,5,5,2,,,,9,1,SAN MATEO,CA,94402,US,2,4,2,4,2,2,2,1,0.944082379
4221,561,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,1:45 PM,14:50:00,65,2,,,3,,,,2,2,2,2,1,1,3,4,4,4,4,4,4,6,6,6,6,6,6,6,6,4,62,,,,,4,6,6,6,4,4,0,,,4,0,,,4,,,,,11,6,4,6,2,,,,8,3,SEATTLE,WA,98199,US,10,4,2,2,2,2,2,1,0.944082379
4222,562,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,4:00:00,14:50:00,650,1,,,9,,,,1,0,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,0,,,,,5,5,5,5,2,,,,10,3,PARIS,,,FRANCE,15,4,1,4,2,1,2,1,0.944082379
4223,563,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,12:15 PM,14:50:00,155,2,,,4,,,,1,2,2,2,2,1,4,4,4,3,0,3,3,3,3,6,6,6,6,6,6,3,0,,,,,4,6,6,6,3,3,0,,,4,0,,,1,5,1,,,1,4,3,4,2,,,,8,1,OAKLAND,CA,94602,US,3,6,2,4,2,4,1,1,0.944082379
4224,564,239,13,SAT,94,G,2,3,1,2,UNITED INTL,PARIS-DE GAULLE,990,29,47,6,4,11:55 AM,14:50:00,175,2,,,8,,,,1,1,2,2,3,1,1,6,6,4,5,5,4,6,4,6,6,6,6,4,6,4,0,,,,,4,6,6,6,4,4,0,,,5,1,2,,2,,,,,5,5,5,4,2,,,,9,3,MOISSY CRANAYEL,,,FRANCE,15,4,2,3,2,2,1,1,0.944082379
4225,569,301,17,WED,46,C,1,2,1,1,DELTA,ATLANTA,62,15,1,2,4,6:15 AM,7:45:00,90,2,,,5,,,,1,1,2,2,2,1,2,2,2,2,4,4,4,2,2,3,4,4,4,4,4,4,14,105,,,,4,4,4,4,4,4,0,,,4,1,,,2,,,,,8,3,5,5,2,,,,7,1,VALLEJO,CA,94590,US,8,5,4,2,2,2,2,1,1.304577778
4226,568,301,17,WED,46,C,1,2,1,1,DELTA,ATLANTA,62,15,1,2,4,6:00:00,7:45:00,105,2,,,8,,,,1,1,2,1,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,22,,,,3,3,3,3,3,3,0,,,0,0,,,0,,,,,0,0,0,0,0,,,,8,1,MILPITAS,CA,95035,US,4,4,1,2,2,2,2,1,1.304577778
4227,567,301,17,WED,46,C,1,2,1,1,DELTA,ATLANTA,62,15,1,2,4,N,7:45:00,N,3,,,9,,,,1,2,2,2,3,1,2,4,3,4,3,2,4,6,6,3,3,3,4,4,4,4,71,,,,,4,4,4,4,4,4,4,,,5,4,,,2,,,,,5,5,4,4,1,43,,,9,1,SAN FRANCISCO,CA,94103,US,1,4,1,3,1,2,2,1,1.304577778
4228,566,301,17,WED,46,C,1,2,1,1,DELTA,ATLANTA,62,15,1,2,4,6:00:00,7:45:00,105,1,,,1,,,3,1,1,2,1,4,1,4,4,3,3,4,4,5,5,5,5,5,4,6,4,6,4,0,,,,,3,6,6,3,3,3,0,,,5,9,,,1,3,0,,,3,5,5,5,2,,,,9,1,SAN ANSELMO,CA,94960,US,6,6,1,3,3,2,1,1,1.304577778
4229,565,301,17,WED,46,C,1,2,1,1,DELTA,ATLANTA,62,15,1,2,4,6:00:00,7:45:00,105,1,,,8,,,,2,2,1,1,1,1,2,3,5,6,5,5,4,6,6,3,6,6,5,6,5,4,208,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,6,5,5,3,2,,,,9,1,ALAMEDA,CA,94501,US,3,6,1,2,2,2,1,1,1.304577778
4230,570,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,5:30 AM,7:45:00,135,2,3,,5,,,,1,2,1,2,2,1,4,5,4,4,5,4,4,3,3,6,5,5,6,6,6,4,0,,,,,5,6,6,5,5,5,0,,,5,8,,,1,5,1,,,5,5,5,5,2,,,,10,1,SAN FRANCISCO,CA,94122,US,1,6,2,0,2,2,2,1,1.304577778
4231,571,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,5:20 AM,7:45:00,145,2,,,1,,,3,2,1,1,1,3,1,2,4,4,4,4,3,3,6,6,4,4,4,6,4,6,4,0,,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,4,4,5,5,2,,,,9,1,NAPA,CA,94558,US,9,3,2,3,2,4,1,1,1.304577778
4232,572,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,6:00:00,7:45:00,105,1,,,9,,,,2,1,1,2,2,1,4,3,3,3,3,3,3,3,3,2,3,3,3,6,3,3,72,74,,,,3,3,3,3,3,3,0,,,3,0,,,2,,,,,1,4,4,4,2,,,,8,3,ATLANTA,GA,30318,US,12,6,1,0,2,4,4,1,1.304577778
4233,573,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,5:45 AM,7:45:00,120,2,,,8,,,,1,2,1,2,1,2,1,3,2,2,3,3,5,6,6,6,6,6,6,6,6,3,0,,,,,5,6,6,4,4,4,0,,,4,0,,,2,,,,,5,5,5,5,2,,,,9,3,ATLANTA,GA,30345,US,12,2,2,2,2,2,2,1,1.304577778
4234,574,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,5:45 AM,7:45:00,120,1,2,,8,,,,1,0,1,1,1,2,1,6,3,3,4,3,4,3,3,4,4,4,4,6,4,3,0,,,,,4,4,4,4,4,4,0,,,4,0,,,1,2,0,,,4,4,3,4,2,,,,9,3,ATLANTA,GA,,US,12,5,2,0,2,2,2,1,1.304577778
4235,575,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,6:15 AM,7:45:00,90,1,,,9,,,,2,1,2,2,1,2,4,3,3,3,4,4,4,3,3,3,5,3,4,3,5,4,0,,,,,3,5,4,6,6,3,0,,,5,4,,,1,5,1,,,5,5,5,5,2,,,,9,3,BIRMINGHAM,AL,35242,US,11,6,1,4,1,2,2,1,1.304577778
4236,576,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,5:30 AM,7:45:00,135,1,,,9,,,,2,2,2,1,6,1,4,3,3,3,3,3,4,3,3,3,3,6,4,6,0,3,5,,,,,4,4,3,3,4,0,0,,,3,11,,,1,3,1,,,4,1,3,4,2,,,,7,1,NAPA,CA,94558,US,9,5,1,4,1,2,2,1,1.304577778
4237,577,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,6:00:00,7:45:00,105,2,,,9,,,,1,0,0,0,3,1,4,5,3,4,5,5,5,5,5,6,4,6,5,6,4,4,0,,,,,5,5,5,6,4,5,0,,,5,0,,,2,,,,,7,5,5,5,2,,,,9,3,BOSTON,MA,01810,US,12,4,1,4,2,2,2,1,1.304577778
4238,578,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,6:00:00,7:45:00,105,1,,,9,,,,2,1,1,1,2,1,3,4,3,4,5,5,4,6,6,5,5,6,5,6,5,4,0,,,,,5,5,5,5,5,5,0,,,4,0,,,2,,,,,6,5,5,5,2,,,,10,3,ATLANTA,GA,30022,US,12,3,2,4,2,2,2,1,1.304577778
4239,579,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,6:10 AM,7:45:00,95,1,,,5,,,,2,2,2,1,2,1,2,3,6,3,6,0,4,6,6,5,6,6,6,6,6,4,0,,,,,5,6,6,6,4,5,0,,,4,0,,,2,,,,,6,5,5,5,2,,,,8,1,SAN MATEO,CA,94403,US,2,3,2,2,2,2,1,1,1.304577778
4240,580,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,5:10 AM,7:45:00,155,1,,,1,,,3,2,2,2,1,0,1,2,5,6,6,5,5,5,6,3,6,5,5,6,5,6,5,0,,,,,5,6,6,6,5,5,0,,,5,0,,,0,,,,,9,5,5,5,2,,,,10,1,SANTA ROSA,CA,95404,US,7,6,1,4,2,1,1,1,1.304577778
4241,581,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,5:45 AM,7:45:00,120,2,,,8,,,,1,2,1,2,2,1,4,3,2,2,3,3,4,4,4,6,4,6,3,6,2,4,0,,,,,5,5,4,5,5,5,0,,,5,18,,,1,2,14,,,5,5,5,5,1,34,,,9,3,ATLANTA,GA,30303,US,12,7,1,4,1,2,2,1,1.304577778
4242,582,301,17,WED,46,C,1,2,1,2,DELTA,ATLANTA,62,15,1,2,4,5:45 AM,7:45:00,120,2,,,8,,,,1,2,1,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,,,,,5,5,5,5,5,5,0,,,4,6,,,2,,,,,5,5,5,5,2,,,,9,3,ATLANTA,GA,30097,US,12,2,2,4,2,2,2,1,1.304577778
4243,694,235,13,SAT,92,G,2,3,1,1,AIR CANADA,TORONTO,738,3,67,4,4,9:30 AM,11:35:00,125,3,,,6,,,,1,1,1,1,3,1,3,5,5,5,5,3,3,3,3,3,6,6,3,6,6,4,1,,,,,3,3,3,3,3,3,0,,,3,4,,,2,,,,,2,3,3,3,2,,,,7,1,BERKELEY,CA,94722,US,3,4,2,2,2,2,2,1,0.284717714
4244,693,235,13,SAT,92,G,2,3,1,1,AIR CANADA,TORONTO,738,3,67,4,4,10:00:00,11:35:00,95,3,,,1,,,0,1,1,2,2,2,1,4,2,2,2,4,4,4,3,3,3,4,4,3,3,4,4,102,,,,,3,3,3,3,3,3,0,,,4,0,,,1,5,1,,,6,5,5,5,2,,,,8,1,MILLBRAE,CA,94030,US,2,5,1,3,2,1,2,1,0.284717714
4245,692,235,13,SAT,92,G,2,3,1,1,AIR CANADA,TORONTO,738,3,67,4,4,9:30 AM,11:35:00,125,3,,,2,,,,1,2,2,2,3,1,4,5,5,5,4,4,4,3,3,3,3,3,3,3,3,4,1,,,,,4,4,4,4,4,4,0,,,4,4,,,2,,,,,6,3,3,3,0,,,,7,1,REDWOOD CITY,CA,94063,US,2,5,1,3,1,1,1,1,0.284717714
