RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METH,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,HOWLONG,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAY,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8-1,Q8-2,Q8-3,Q8-4,Q8-5,Q9Boarding,Q9AirTrain,Q9Rental,Q9Food,Q9Restroom,Q9All,Q9-1,Q9-2,Q9-3,Q10Safe,Q10-1,Q10-2,Q10-3,Q11TSAPRE,Q12PRECHECKRATE,Q12-1,Q12-2,Q12-3,Q13COUNTY,Q13GETRATE,Q14FIND ,Q14PASSTHRU,Q15PROBLEM,Q15-1,Q15-2,Q15-3,NETPRO  ,Q17LIVE,Q18CITY,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q20Age,Q21Gender,Q22Income,Q23FLY,Q24SJC,Q24OAK,LANG,WEIGHT
4119,395,275,15,MON,8,A,2,3,1,1,ASIANA,SEOUL,211,10,61,8,4,9:00:00,12:40:00,220,3,,,3,,,,2,1,1,1,1,1,2,6,3,3,4,5,5,6,6,5,6,6,5,6,6,4,58,,,,,5,5,6,5,4,4,0,,,4,18,,,1,5,0,,,11,6,2,1,1,1,5,,6,3,DENVER,CO,80013,US,10,5,2,0,2,2,2,1,0.723115625
4120,396,275,15,MON,8,A,2,3,1,1,ASIANA,SEOUL,211,10,61,8,4,9:00:00,12:40:00,220,6,,,3,,,,2,1,2,2,1,2,1,3,3,4,5,5,4,3,5,6,6,6,4,6,6,4,0,,,,,5,5,6,4,4,4,0,,,3,4,,,2,,,,,11,6,3,3,2,,,,8,3,KANSAS CITY,KS,66049,US,11,3,2,0,1,2,2,1,0.723115625
4121,397,275,15,MON,8,A,2,3,1,1,ASIANA,SEOUL,211,10,61,8,4,9:00:00,12:40:00,220,0,,,5,,,,1,1,2,1,2,2,1,6,6,4,5,5,6,6,6,6,6,6,6,6,6,4,33,,,,,5,6,6,6,4,4,0,,,0,4,,,2,,,,,5,4,5,4,2,,,,0,3,NANJING,,,CHINA,16,2,1,1,2,2,2,1,0.723115625
4122,398,275,15,MON,8,A,2,3,1,1,ASIANA,SEOUL,211,10,61,8,4,9:30 AM,12:40:00,190,4,,,5,,,,1,1,2,1,1,2,1,5,6,3,5,5,6,4,4,5,6,6,6,6,6,5,1,,,,,4,6,6,6,3,4,0,,,5,4,,,2,,,,,1,5,5,5,2,,,,10,1,BERKELEY,CA,94709,US,3,2,2,0,2,2,2,1,0.723115625
4123,399,275,15,MON,8,A,2,3,1,1,ASIANA,SEOUL,211,10,61,8,4,10:30 AM,12:40:00,130,3,,,6,,,,1,2,1,1,3,1,1,3,4,4,5,5,5,4,4,5,4,6,6,6,6,5,51,,,,,5,6,6,3,4,4,0,,,5,8,,,2,,,,,5,5,5,5,2,,,,10,3,TOKYO,,,JAPAN,16,3,2,0,1,2,2,1,0.723115625
4124,400,275,15,MON,8,A,2,3,1,2,ASIANA,SEOUL,211,10,61,8,4,9:30 AM,12:40:00,190,2,,,1,,,1,1,1,2,1,3,1,1,3,3,3,4,4,4,6,6,5,3,3,4,6,4,4,0,,,,,5,5,5,6,3,4,0,,,4,0,,,0,,,,,7,3,5,5,2,,,,8,3,ST. LOUIS,MO,63105,US,11,3,2,2,3,1,2,1,0.723115625
4125,401,275,15,MON,8,A,2,3,1,2,ASIANA,SEOUL,211,10,61,8,4,10:30 AM,12:40:00,130,3,,,8,,,,1,1,2,2,1,1,1,5,6,3,3,2,6,6,6,4,4,1,6,6,4,4,75,,,,,3,6,3,6,1,2,4,,,4,4,,,2,,,,,0,3,5,5,2,,,,7,2,CHICO,CA,95973,US,10,4,1,3,2,2,2,1,0.723115625
4126,402,275,15,MON,8,A,2,3,1,2,ASIANA,SEOUL,211,10,61,8,4,10:00:00,12:40:00,160,2,,,3,,,,3,2,2,1,1,2,1,6,6,6,6,3,3,2,2,5,6,6,3,6,6,3,59,,,,,3,4,6,6,3,3,1,,,3,11,,,3,,,,,11,3,3,3,2,,,,6,3,PAJA,,,KOREA,16,2,1,1,3,2,2,1,0.723115625
4127,403,275,15,MON,8,A,2,3,1,2,ASIANA,SEOUL,211,10,61,8,4,9:45 AM,12:40:00,175,1,,,5,,,,1,1,2,1,2,1,1,4,2,3,3,4,3,2,2,4,3,3,3,3,3,3,76,,,,,4,4,3,3,3,4,0,,,3,0,,,2,,,,,6,2,3,3,2,,,,6,1,REDWOOD CITY,CA,94061,US,2,3,1,3,3,2,2,1,0.723115625
4128,404,275,15,MON,8,A,2,3,1,2,ASIANA,SEOUL,211,10,61,8,4,10:15 AM,12:40:00,145,1,,,4,,,,1,2,2,2,2,1,4,6,3,3,5,4,4,4,4,3,4,3,3,3,3,4,0,,,,,5,4,4,4,3,4,0,,,4,1,,,3,,,,,2,3,4,5,2,,,,8,1,DANVILLE,CA,94506,US,5,4,1,4,2,1,1,1,0.723115625
4129,405,275,15,MON,8,A,2,3,1,2,ASIANA,SEOUL,211,10,61,8,4,9:10 AM,12:40:00,210,2,,,3,,,,1,1,1,1,3,1,4,3,3,3,3,4,4,4,4,5,4,4,4,4,4,4,102,,,,,4,4,4,4,4,4,0,,,5,2,,,1,5,1,,,11,5,5,5,2,,,,7,3,ANGELES,,,PHILIPPINES,16,5,2,3,1,2,2,1,0.723115625
4130,406,275,15,MON,8,A,2,3,1,2,ASIANA,SEOUL,211,10,61,8,4,11:00:00,12:40:00,100,1,,,5,,,,1,2,2,2,2,1,2,3,2,3,5,4,3,4,4,1,3,2,2,2,4,3,0,,,,,5,5,4,4,3,4,0,,,5,0,,,2,,,,,7,3,3,2,2,,,,7,1,SAN JOSE,CA,95131,US,4,2,1,2,2,1,2,1,0.723115625
4131,407,275,15,MON,8,A,2,3,1,2,ASIANA,SEOUL,211,10,61,8,4,9:00:00,12:40:00,220,2,,,9,,,,1,2,2,1,2,1,4,4,6,3,4,4,4,4,4,4,6,4,6,4,4,4,0,,,,,4,4,4,6,4,4,0,,,4,1,2,,1,3,0,,,5,4,5,5,2,,,,8,3,,,,PHILIPPINES,16,4,2,0,2,2,4,1,0.723115625
4132,408,275,15,MON,8,A,2,3,1,2,ASIANA,SEOUL,211,10,61,8,4,9:30 AM,12:40:00,190,2,,,2,,,,1,2,2,1,3,1,4,3,1,2,3,4,3,3,3,3,4,3,2,2,2,2,102,,,,,3,3,2,4,2,3,0,,,4,4,,,1,4,1,,,7,0,3,3,2,,,,6,1,SAN JOSE,CA,95111,US,4,4,1,1,2,1,2,1,0.723115625
4133,409,275,15,MON,8,A,2,3,1,2,ASIANA,SEOUL,211,10,61,8,4,10:00:00,12:40:00,160,2,,,2,,,,1,1,2,1,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,5,5,5,5,5,5,0,,,4,0,,,0,,,,,0,0,0,0,0,,,,9,3,MIAMI,FL,33134,US,12,2,1,0,4,4,4,1,0.723115625
4134,410,275,15,MON,8,A,2,3,1,2,ASIANA,SEOUL,211,10,61,8,4,10:00:00,12:40:00,160,7,,,8,,,,2,2,2,1,1,2,1,3,4,6,6,4,2,4,4,5,5,6,6,5,6,5,0,,,,,5,6,6,6,5,6,0,,,5,1,,,2,,,,,5,5,5,3,2,,,,10,1,,,,,90,3,1,0,1,2,2,1,0.723115625
4135,411,275,15,MON,8,A,2,3,1,2,ASIANA,SEOUL,211,10,61,8,4,10:20 AM,12:40:00,140,4,,,3,,,,2,2,2,1,2,1,2,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,11,5,5,5,2,,,,10,3,SUIZHOU,,,CHINA,16,2,1,3,3,2,2,1,0.723115625
4136,1071,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,9:35 AM,14:40:00,305,2,,,3,,,,2,1,1,2,1,2,1,5,4,4,5,6,5,5,6,6,6,6,6,6,6,5,11,,,,,4,6,6,5,5,5,0,,,5,2,,,3,,,,,11,6,4,5,2,,,,10,3,LYNWOOD,WA,98036,US,10,2,2,2,3,2,2,1,1.632960095
4137,1070,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,9:35 AM,14:40:00,305,2,,,3,,,,2,1,1,2,1,2,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,5,11,,,,,5,5,5,5,5,5,0,,,5,2,,,2,,,,,11,6,5,5,2,,,,10,3,LYNWOOD,WA,98036,US,10,3,1,2,2,2,2,1,1.632960095
4138,1069,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,9:35 AM,14:40:00,305,2,,,3,,,,2,1,1,2,1,2,1,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,0,,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,11,5,5,5,2,,,,10,3,LYNWOOD,WA,98036,US,10,4,2,2,2,2,2,1,1.632960095
4139,1068,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,10:00:00,14:40:00,280,2,,,3,,,,2,2,1,1,1,2,1,6,3,6,3,4,4,6,6,5,6,6,5,6,6,5,101,,,,,5,5,6,5,5,5,0,,,5,4,,,2,,,,,11,0,3,3,2,,,,10,3,SEATTLE,WA,,US,10,3,1,2,2,2,2,1,1.632960095
4140,1067,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,11:00:00,14:40:00,220,2,,,3,,,,0,0,2,0,1,1,4,3,4,6,0,3,6,3,3,6,6,6,6,6,6,3,9,,,,,4,6,6,4,4,4,0,,,4,0,,,2,,,,,11,6,5,6,2,,,,7,3,SEATTLE,WA,98118,US,10,6,1,4,2,2,2,1,1.632960095
4141,1066,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,10:30 AM,14:40:00,250,2,,,3,,,,2,1,1,2,3,1,3,5,4,4,4,4,4,4,4,4,6,6,6,6,6,4,0,,,,,4,4,4,4,4,4,0,,,5,3,,,2,,,,,11,4,5,6,2,,,,10,3,,VA,,US,12,3,1,2,1,2,2,1,1.632960095
4142,1065,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,8:00:00,14:40:00,400,1,,,3,,,,1,2,1,2,1,2,1,5,4,6,5,5,5,6,6,6,6,6,6,6,6,4,0,,,,,5,6,6,3,3,4,0,,,4,11,,,2,,,,,11,6,3,2,2,,,,8,3,APEX,NC,27502,US,12,3,1,2,2,2,2,1,1.632960095
4143,1064,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,8:30 AM,14:40:00,370,1,,,3,,,,1,2,2,1,1,2,1,4,4,4,3,3,3,4,4,4,6,6,6,6,6,6,0,,,,,4,6,6,4,4,4,0,,,3,0,,,4,,,,,11,0,5,5,2,,,,7,0,,,,,99,5,1,3,2,2,2,1,1.632960095
4144,1063,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,11:00:00,14:40:00,220,3,,,3,,,,0,0,1,0,1,2,1,3,3,4,3,3,3,6,6,6,6,6,6,6,6,3,0,,,,,3,6,6,4,3,3,0,,,3,0,,,2,,,,,11,6,5,6,2,,,,7,3,SEATTLE,WA,98001,US,10,6,1,4,2,2,2,1,1.632960095
4145,1062,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,N,14:40:00,N,3,,,2,,,,1,0,0,0,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,,,,5,5,5,5,5,5,0,,,4,0,,,1,5,0,,,1,5,5,5,2,,,,9,1,UNION CITY,CA,94587,US,3,5,2,4,1,1,2,1,1.632960095
4146,1061,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,12:00:00,14:40:00,160,0,,,3,,,,2,2,2,1,2,1,2,4,3,3,4,4,4,3,2,4,4,3,4,6,4,3,60,,,,,4,4,3,4,3,4,0,,,4,0,,,2,,,,,11,0,0,6,2,,,,8,3,SEATTLE,WA,98002,US,10,3,2,3,1,2,2,1,1.632960095
4147,1060,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,8:15 AM,14:40:00,385,5,,,3,,,,2,2,1,1,1,2,1,4,3,3,3,4,3,3,3,4,6,6,6,6,6,3,0,,,,,4,6,6,4,4,4,0,,,4,2,,,3,,,,,11,3,3,4,1,2,,,7,3,SINGAPORE,,,SINGAPORE,16,3,2,1,2,2,2,1,1.632960095
4148,1059,134,7,SUN,64,E,2,2,1,1,UNITED,SEATTLE,424,28,60,1,4,13:00:00,14:40:00,100,4,,,6,,,,2,1,2,2,4,1,4,3,3,3,3,4,4,4,4,4,3,3,3,4,4,4,1,,,,,4,4,4,4,4,4,0,,,5,1,,,2,,,,,7,4,4,4,2,,,,6,3,SEATTLE,WA,98107,US,10,3,1,1,2,2,2,1,1.632960095
4149,1058,134,7,SUN,64,E,2,2,1,1,UNITED,SEATTLE,424,28,60,1,4,N,14:40:00,N,1,,,9,,,,2,2,2,3,4,1,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,62,,,,,4,4,4,4,4,4,0,,,4,0,,,1,5,0,,,5,5,5,5,2,,,,8,3,SEATTLE,WA,98126,US,10,6,2,2,1,1,1,1,1.632960095
4150,1057,134,7,SUN,64,E,2,2,1,1,UNITED,SEATTLE,424,28,60,1,4,N,14:40:00,N,4,,,3,,,,2,2,2,2,2,1,1,6,6,1,5,5,5,6,6,6,6,6,6,6,6,6,62,,,,,5,6,6,6,5,5,1,,,5,3,,,1,2,0,,,11,6,6,6,2,,,,8,3,SEATTLE,WA,98104,US,10,2,2,1,2,2,2,1,1.632960095
4151,792,189,10,WED,100,G,2,3,1,1,UNITED INTL,HONG KONG,869,29,25,8,4,10:00:00,12:50:00,170,1,,,3,,,,1,1,1,1,1,2,1,6,4,4,5,5,4,5,5,1,5,6,6,6,6,4,0,,,,,4,6,6,6,4,5,0,,,4,0,,,2,,,,,11,0,5,3,2,,,,5,3,SHENZHEN,,,CHINA,16,5,1,0,2,2,2,3,0.944082379
4152,793,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,9:00:00,12:50:00,230,3,,,3,,,,1,0,0,0,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,,,,,4,4,4,4,3,4,0,,,3,0,,,4,,,,,11,4,4,4,2,,,,5,3,CLEVELAND,OH,,US,11,2,2,0,3,2,2,3,0.944082379
4153,794,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,10:00:00,12:50:00,170,3,,,2,,,,1,1,2,1,3,1,3,5,3,5,5,5,4,6,6,6,5,4,5,6,4,4,0,,,,,5,5,4,4,4,4,0,,,5,0,,,1,5,0,,,3,5,4,5,2,,,,8,1,TIBURON,CA,94920,US,6,4,2,0,1,2,4,3,0.944082379
4154,795,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,N,12:50:00,N,2,,,5,,,,1,1,0,1,2,1,1,6,4,4,4,4,4,3,4,5,4,0,4,0,3,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,3,,,,,7,4,3,4,2,,,,6,3,SHENZHEN,,,CHINA,16,3,1,0,2,1,4,1,0.944082379
4155,796,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,10:40 AM,12:50:00,130,2,,,0,,,,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,,,,,6,6,0,0,6,0,0,,,5,4,,,0,,,,,0,4,0,0,1,5,,,8,0,,,,CHINA,16,6,1,0,2,2,2,3,0.944082379
4156,797,189,10,WED,100,G,2,3,1,1,UNITED INTL,HONG KONG,869,29,25,8,4,10:00:00,12:50:00,170,3,,,3,,,,2,2,1,2,1,2,1,6,4,4,6,3,6,6,6,4,6,6,6,6,6,4,201,,,,,4,6,6,6,2,0,0,,,4,0,,,2,,,,,11,0,6,6,2,,,,8,3,DENVER,CO,,US,10,6,2,0,2,2,2,1,0.944082379
4157,798,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,9:00:00,12:50:00,230,1,,,3,,,,2,1,2,2,1,1,4,4,3,4,5,5,5,6,4,6,6,6,6,6,6,4,0,,,,,5,6,6,6,4,4,0,,,4,0,,,4,,,,,11,5,5,6,2,,,,9,3,LOS ANGELES,CA,,US,10,5,1,2,1,2,2,1,0.944082379
4158,799,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,11:15 AM,12:50:00,95,2,,,3,,,,0,0,1,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,6,6,6,4,0,,,,,5,6,6,4,4,4,0,,,5,0,,,3,,,,,11,0,4,6,2,,,,7,3,HOUSTON,TX,,US,11,3,1,2,1,1,1,1,0.944082379
4159,800,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,11:20 AM,12:50:00,90,1,,,3,,,,1,2,2,1,2,1,1,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,0,,,,,3,3,3,3,3,3,0,,,4,4,,,0,,,,,11,3,0,0,2,,,,8,3,BACOOR,,,PHILIPPINES,16,3,1,1,3,2,2,1,0.944082379
4160,2376,426,30,TUE,71,F,3,2,1,1,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,4:45 PM,18:20:00,95,2,,,9,,,,1,2,2,2,1,2,1,5,6,4,3,5,5,6,5,6,6,6,5,6,5,4,1,,,,,5,3,4,6,5,5,0,,,5,16,,,2,,,,,5,4,5,5,0,,,,9,3,MINNEAPOLIS,MN,55435,US,11,3,1,2,2,2,2,1,1.632960095
4161,801,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,7:30 AM,12:50:00,320,2,,,3,,,,2,1,1,1,3,1,1,5,2,4,4,4,5,6,6,5,6,6,6,6,6,4,110,1,,,,5,6,6,5,5,5,1,,,5,4,1,,4,,,,,11,5,5,6,2,,,,10,3,DENVER,CO,80111,US,10,3,2,4,2,1,2,1,0.944082379
4162,2377,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,3:45 PM,18:20:00,155,3,,,2,,,,1,2,1,2,1,2,1,0,3,6,4,4,4,6,6,6,5,5,6,6,6,4,0,,,,,5,6,6,4,5,5,0,,,5,11,,,2,,,,,13,4,5,5,0,,,,10,3,DETROIT LAKES,MN,56501,US,11,2,2,4,2,2,2,1,1.632960095
4163,802,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,8:00:00,12:50:00,290,1,,,3,,,,0,0,1,1,1,1,4,5,4,4,3,1,1,5,5,5,6,6,6,6,6,4,58,,,,,5,5,3,5,5,5,0,,,5,0,,,4,,,,,11,0,3,6,1,62,,,9,3,GREENWOOD VILLAGE,CO,80111,US,10,4,1,4,2,2,2,1,0.944082379
4164,2378,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,4:50 PM,18:20:00,90,1,,,5,,,,2,1,2,1,6,1,2,5,3,4,4,4,4,6,6,5,4,4,6,6,6,4,0,,,,,4,6,6,4,4,4,0,,,5,4,,,2,,,,,5,5,5,5,2,,,,10,1,SAN FRANCISCO,CA,94115,US,1,3,2,4,1,1,2,1,1.632960095
4165,803,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,10:45 AM,12:50:00,125,2,,,5,,,,2,1,2,1,3,1,2,4,4,4,4,4,3,6,6,5,4,6,4,4,4,4,0,,,,,4,4,4,4,4,4,0,,,5,0,,,2,,,,,1,3,4,2,2,,,,7,1,OAKLAND,CA,94606,US,3,3,1,3,2,1,1,1,0.944082379
4166,2379,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,N,18:20:00,N,2,,,9,,,,2,2,2,2,1,2,1,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,0,,,,,5,4,4,4,5,4,0,,,5,0,,,0,,,,,0,0,0,0,0,,,,11,0,,,,,99,8,4,0,4,4,4,1,1.632960095
4167,2380,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,17:00:00,18:20:00,80,1,,,5,,,,2,2,2,2,4,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,,,,,3,3,3,3,3,3,0,,,3,4,,,1,4,0,,,5,3,3,3,2,,,,5,1,SAN FRANCISCO,CA,94116,US,1,3,1,4,1,1,2,1,1.632960095
4168,804,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,9:45 AM,12:50:00,185,3,,,3,,,,2,2,1,1,2,1,1,4,3,4,4,4,4,4,4,4,6,6,6,6,6,4,0,,,,,3,6,6,3,3,4,0,,,4,0,,,2,,,,,11,4,4,6,2,,,,8,3,,FL,,US,12,2,1,0,3,1,2,1,0.944082379
4169,2381,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,17:00:00,18:20:00,80,1,,,5,,,,2,2,1,2,5,1,4,5,3,3,3,4,4,3,4,1,4,3,3,3,3,4,11,,,,,4,4,3,3,4,4,0,,,5,3,,,2,,,,,6,5,5,5,2,,,,8,1,REDWOOD CITY,CA,94062,US,2,5,1,4,1,1,1,1,1.632960095
4170,805,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,9:30 AM,12:50:00,200,6,,,3,,,,2,2,1,1,1,2,1,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,0,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,11,5,5,6,2,,,,10,3,BOSTON,MA,02356,US,12,5,1,2,2,2,2,1,0.944082379
4171,2382,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,4:55 PM,18:20:00,85,1,,,5,,,,2,1,2,2,3,1,3,5,2,3,3,3,3,6,6,6,3,3,3,3,3,3,0,,,,,4,4,4,3,3,3,0,,,5,0,,,1,5,0,,,0,0,5,5,2,,,,7,3,BEVERLY HILLS,CA,90210,US,0,4,1,4,2,1,1,1,1.632960095
4172,806,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,9:45 AM,12:50:00,185,2,,,3,,,,0,1,1,1,2,1,2,4,5,5,5,5,5,4,4,5,6,6,6,6,6,5,0,,,,,4,6,6,4,4,4,0,,,5,2,,,4,,,,,11,0,5,6,2,,,,10,3,SPRINGDALE,AR,72762,US,11,3,2,4,2,2,2,1,0.944082379
4173,2383,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,14:00:00,18:20:00,260,2,,,9,,,,2,1,1,2,1,2,1,4,3,5,5,5,5,5,5,6,5,5,5,5,5,5,107,,,,,5,5,5,5,5,5,0,,,5,2,,,2,,,,,5,5,5,5,2,,,,7,3,LA CROSSE,WI,54601,US,11,2,2,1,2,2,2,1,1.632960095
4174,807,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,8:00:00,12:50:00,290,3,,,3,,,,1,1,1,1,1,1,3,6,4,4,4,4,2,6,6,3,6,6,5,6,6,4,65,,,,,5,5,6,5,5,5,1,,,5,4,,,2,,,,,11,0,5,5,1,1,,,10,3,FORT COLLINS,CO,80525,US,10,4,1,1,2,2,2,1,0.944082379
4175,2384,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,14:00:00,18:20:00,260,2,,,9,,,,2,1,1,2,1,2,1,6,2,1,2,4,3,2,2,1,6,6,4,6,2,2,0,,,,,3,2,3,2,3,4,0,,,3,14,,,2,,,,,6,5,5,3,2,,,,6,3,TREMPEALEAU,WI,54661,US,11,2,1,1,2,2,2,1,1.632960095
4176,3728,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,7:00:00,12:50:00,350,3,,,3,,,,2,1,2,2,2,1,3,3,6,3,4,4,2,6,2,6,6,6,6,6,6,3,0,,,,,5,6,6,2,4,4,0,,,5,0,,,4,,,,,11,0,5,6,2,,,,10,3,LA CRESCENTA,CA,91214,US,10,6,1,4,2,2,2,1,0.944082379
4177,2385,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,5:15 PM,18:20:00,65,3,,,6,,,,0,1,0,0,4,1,4,4,3,2,3,3,3,6,6,3,3,2,4,2,3,3,206,207,51,,,3,2,2,3,4,3,12,,,4,7,,,1,5,1,,,5,3,4,4,2,,,,8,3,ST. PAUL,MN,55114,US,11,6,1,4,1,2,2,1,1.632960095
4178,808,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,11:15 AM,12:50:00,95,2,3,,3,,,,2,2,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,,,,,5,5,5,5,5,5,0,,,5,4,,,2,,,,,11,5,5,6,2,,,,7,3,SALEM,OR,97301,US,10,2,2,1,3,2,2,1,0.944082379
4179,809,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,6:30 AM,12:50:00,380,1,3,6,3,,,,1,1,1,1,3,1,3,4,5,4,5,5,5,4,4,5,4,4,4,4,5,4,153,,,,,5,5,5,5,5,5,1,,,5,5,,,1,5,0,,,11,5,5,5,2,,,,10,2,PLEASANT GROVE,CA,95968,US,10,2,1,2,1,2,2,1,0.944082379
4180,2386,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,5:30 PM,18:20:00,50,1,,,3,,,,1,2,2,2,4,1,3,3,3,3,4,4,4,3,3,4,6,6,6,6,6,4,0,,,,,4,4,4,4,4,4,0,,,5,0,,,2,,,,,11,3,4,6,2,,,,6,3,,,,,99,4,1,4,2,2,2,1,1.632960095
4181,2387,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,16:00:00,18:20:00,140,1,,,1,,,1,2,1,2,1,5,1,4,3,4,2,4,4,3,6,6,2,3,3,1,1,2,3,0,,,,,4,3,3,3,3,3,0,,,4,0,,,1,5,0,,,5,3,3,3,2,,,,7,1,ALAMEDA,CA,94501,US,3,4,1,4,3,2,1,1,1.632960095
4182,2388,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,9:50 AM,18:20:00,510,3,,,3,,,,1,1,2,1,1,2,1,6,6,6,5,5,5,4,4,5,4,6,6,6,6,5,0,,,,,5,6,6,6,5,5,0,,,4,0,,,2,,,,,11,5,5,5,2,,,,10,3,ST. PAUL,MN,55117,US,11,3,1,1,3,2,2,1,1.632960095
